institution_id,institution_name,state,district,city,institute_type,ownership,approval_status,current_status,is_autonomous,nba_accredited,accreditation_valid_until,year_established,aicte_code,last_updated,nirf_rank,naac_grade
INST_0480,"Government Engineering College, Mandi",Himachal Pradesh,Shimla,Shimla,Engineering,Govt,True,active,True,False,,1985.0,5-4940267013,2026-07-17,,
INST_0481,"Vaagdevi Engg. College, Ajmer",Rajasthan,Ajmer,Ajmer,Engineering,Private,True,active,False,False,,1964.0,4-3839367470,2026-06-04,,
INST_0482,"Karunya Institute of Technology and Science, Coimbatore",Tamil Nadu,Coimbatore,Coimbatore,Engineering,Private,True,active,False,False,,2012.0,2-6541912686,2026-07-22,,
INST_0483,"Bharat Engineering College, Kolkata",West Bengal,Kolkata,Kolkata,Engineering,Private,True,active,False,True,2025-11-29,2013.0,3-1162888694,2026-06-18,,
INST_0484,"Government Institute of Management, Hubballi",Karnataka,Hubballi,Hubballi,Management,Govt,True,active,True,True,2025-09-01,2018.0,1-5472421816,2026-08-10,,
INST_0485,"Government Engineering College, Imphal",Manipur,Imphal,Imphal,Engineering,Govt,True,active,False,False,,1995.0,7-5573041115,2026-05-19,,
INST_0486,"Bapatla Institute of Management and Technology, Salem",Tamil Nadu,Salem,Salem,Management,Private,True,active,False,True,2026-08-24,1995.0,1-4428421836,2026-08-07,,
INST_0487,"Sri Indu College of Architecture and Planning, Kadapa",Andhra Pradesh,Kadapa,Kadapa,Architecture,Private,True,active,False,True,2026-11-29,1966.0,1-6651429509,2026-08-15,,
INST_0488,"Chaitanya Institute of Polytechnic, Guntur",Andhra Pradesh,Guntur,Guntur,Polytechnic,Private,True,active,False,False,,2017.0,3-2038417497,2026-07-30,,
INST_0489,"Government Institute of Management, Solapur",Maharashtra,Solapur,Solapur,Management,Govt,True,active,False,False,,1974.0,8-5297765889,2026-07-28,,
INST_0490,"Malla Reddy Institute of Technology, Chennai",Tamil Nadu,Chennai,Chennai,Engineering,Private,True,active,False,False,,1993.0,3-9997909385,2026-06-23,,
INST_0491,"Government Engineering College, Nashik",Maharashtra,Kolhapur,Kolhapur,Engineering,Govt,False,closed,False,False,,2011.0,7-1331693060,2026-07-08,,
INST_0492,"Lendi Institute of Pharmacy, Sagar",Madhya Pradesh,Sagar,Sagar,Pharmacy,Private,True,active,False,True,2025-06-23,2021.0,7-5816881386,2026-07-17,,
INST_0493,"Government School of Architecture, Kozhikode",Kerala,Kozhikode,Kozhikode,Architecture,Govt,True,active,False,False,,1996.0,1-2903120554,2026-05-19,,
INST_0494,"Lokmanya Institute of Technology, Jamshedpur",Jharkhand,Jamshedpur,Jamshedpur,Engineering,Private,False,closed,False,False,,1966.0,5-1419516671,2026-07-17,,
INST_0495,"Hindustan Institute of Engineering and Management, Ballari",Karnataka,Ballari,Ballari,Engineering,Private,False,closed,False,False,,1987.0,6-5690367519,2026-08-02,,
INST_0496,"Government College of Engineering, Kozhikode",Kerala,Kozhikode,Kozhikode,Engineering,Govt,True,active,False,False,,2014.0,2-4959233997,2026-07-02,,
INST_0497,"RV Inst. of Tech., Coimbatore",Tamil Nadu,Coimbatore,Coimbatore,Engineering,Private,True,active,False,True,2027-08-27,1976.0,2-1450647690,2026-08-04,,
INST_0498,"Jain Institute of Technology, Ballari",Karnataka,Ballari,Ballari,Engineering,Private,True,active,False,False,,1971.0,5-6946008187,2026-06-23,,
INST_0499,"Raghu Institute of Technology and Science, Bokaro",Jharkhand,Bokaro,Bokaro,Engineering,Private,True,active,False,False,,1965.0,4-1568004652,2026-08-14,,
INST_0500,"Reva Institute of Technology, Patiala",Punjab,Patiala,Patiala,Engineering,Private,True,active,False,True,2026-06-30,2012.0,3-3765120045,2026-05-31,,
INST_0501,"Saraswati Vidya Niketan College of Engineering, Patna",,,,,,,,,,,,,2023-02-04 12:00:00,,
INST_0502,"Bihar Institute of Engineering, Muzaffarpur",,,,,,,,,,,,,2023-08-18 12:00:00,,
INST_0503,"Dakshina Kannada Polytechnic, Mangaluru",,,,,,,,,,,,,2025-04-29 12:00:00,,
INST_0504,"Shivam Institute of Technology, Gorakhpur",,,,,,,,,,,,,2025-03-11 12:00:00,,
INST_0505,"Utkarsh College of Engineering, Bareilly",,,,,,,,,,,,,2022-03-24 12:00:00,,
INST_0506,"Navjeewan Polytechnic, Darbhanga",,,,,,,,,,,,,2023-07-02 12:00:00,,
INST_0507,"Ganga Engineering Institute, Kanpur Dehat",,,,,,,,,,,,,2023-05-08 12:00:00,,
INST_0508,"Shri Ram Polytechnic, Saharanpur",,,,,,,,,,,,,2024-12-12 12:00:00,,
INST_0509,"Annapurna Institute of Technology, Mysuru",,,,,,,,,,,,,2025-06-14 12:00:00,,
INST_0510,"Ratan Tata Engineering College, Mumbai Suburban",,,,,,,,,,,,,2022-11-05 12:00:00,,
INST_0511,"Old Staff College of Engineering, Nagpur",,,,,,,,,,,,,2024-10-04 12:00:00,,
INST_0512,"Dakshin Gujarat Institute, Surat East",,,,,,,,,,,,,2023-05-21 12:00:00,,
INST_0513,"Jhansi Technical Institute, Jhansi",,,,,,,,,,,,,2022-02-01 12:00:00,,
INST_0514,"Netaji Subhas Institute of Technology, Kalyani",,,,,,,,,,,,,2023-12-01 12:00:00,,
INST_0515,"Parampara College of Engineering, Jharsuguda",,,,,,,,,,,,,2023-04-23 12:00:00,,
INST_0516,"Bhavani Institute of Pharmacy, Tirupati",,,,,,,,,,,,,2023-03-26 12:00:00,,
INST_0517,"Kumarappa College of Architecture, Rajkot",,,,,,,,,,,,,2022-08-26 12:00:00,,
INST_0518,"Durgadevi Institute of Management, Gandhinagar",,,,,,,,,,,,,2023-07-20 12:00:00,,
INST_0519,"Vivekananda Institute of Technology, Vrindavan",,,,,,,,,,,,,2021-09-12 12:00:00,,
INST_0520,"Aurobindo College of Engineering, Puducherry",,,,,,,,,,,,,2023-09-04 12:00:00,,
INST_0521,Thapar College of Engineering,,,,,,,,,,,,,28-09-2023,,
INST_0522,Ratnagiri Ratnagiri Institute of Technology,,,,,,,,,,,,,25-04-2023,,
INST_0523,Nanded Engineering College,,,,,,,,,,,,,10-05-2024,,
INST_0524,"Shri Ganesh Polytechnic, Bhopal",,,,,,,,,,,,,06-06-2023,,
INST_0525,"Coastal Engineering Institute. ,",,,,,,,,,,,,,01-01-2023,,
INST_0526,Kharagpur Old Polytechnic,,,,,,,,,,,,,2023/07/22,,
INST_0527,"Bikaner Technical College, Bikaner",Bikaner,,,,,,,,,,,,25 Apr 2023,,
INST_0528,"Haldia Institute of Pharmacy, Haldia",Haldia,,,,,,,,,,,,22 Mar 2024,,
INST_0529,"Yamuna Engg. College, Etawah",Etawah,,,,,,,,,,,,29 Jun 2023,,
INST_0530,"Pragati Polytechnic, Jhansi",Jhansi,,,,,,,,,,,,18 Feb 2024,,
